maintenance_id,asset_id,start_time,end_time,duration_min,planned,fault_type,maintenance_type,corrective_action,severity_rf_at_start,notes,cycle_id,cycle_index
M000012,asset_05,2026-01-13 17:34:00+00:00,2026-01-13 18:17:00+00:00,43.0,1,preventive,scheduled_CIP,CIP_cycle,0.0001171555,scheduled cleaning after asset_05_C00009,asset_05_C00009,9
M000013,asset_05,2026-01-15 11:24:00+00:00,2026-01-15 11:50:00+00:00,26.0,0,fouling,CIP_extra,unscheduled CIP,0.001977708,synthetic unplanned intervention for asset_05_C00010,asset_05_C00010,10
M000014,asset_05,2026-01-17 08:56:00+00:00,2026-01-17 09:36:00+00:00,40.0,1,preventive,scheduled_CIP,CIP_cycle,0.0001109524,scheduled cleaning after asset_05_C00011,asset_05_C00011,11
M000015,asset_05,2026-01-18 09:18:00+00:00,2026-01-18 10:13:00+00:00,55.0,0,fouling,CIP_extra,unscheduled CIP,0.0019813245,synthetic unplanned intervention for asset_05_C00012,asset_05_C00012,12
M000016,asset_05,2026-01-19 17:08:00+00:00,2026-01-19 17:19:00+00:00,11.0,0,clogging,unclog,flush/unblock,0.0016222432,synthetic unplanned intervention for asset_05_C00013,asset_05_C00013,13
M000017,asset_05,2026-01-19 17:19:00+00:00,2026-01-19 18:08:00+00:00,49.0,1,preventive,scheduled_CIP,CIP_cycle,4.18858e-05,scheduled cleaning after asset_05_C00013,asset_05_C00013,13
M000018,asset_05,2026-01-20 18:28:00+00:00,2026-01-20 19:19:00+00:00,51.0,1,preventive,scheduled_CIP,CIP_cycle,7.81332e-05,scheduled cleaning after asset_05_C00014,asset_05_C00014,14
M000019,asset_05,2026-01-22 13:04:00+00:00,2026-01-22 13:26:00+00:00,22.0,0,clogging,unclog,flush/unblock,0.00223946,synthetic unplanned intervention for asset_05_C00015,asset_05_C00015,15
M000020,asset_05,2026-01-22 13:26:00+00:00,2026-01-22 14:04:00+00:00,38.0,1,preventive,scheduled_CIP,CIP_cycle,0.0001639743,scheduled cleaning after asset_05_C00015,asset_05_C00015,15
M000021,asset_05,2026-01-23 22:57:00+00:00,2026-01-23 23:15:00+00:00,18.0,0,clogging,unclog,flush/unblock,0.0022064741,synthetic unplanned intervention for asset_05_C00016,asset_05_C00016,16
M000022,asset_05,2026-01-23 23:15:00+00:00,2026-01-23 23:50:00+00:00,35.0,1,preventive,scheduled_CIP,CIP_cycle,0.0001720043,scheduled cleaning after asset_05_C00016,asset_05_C00016,16
M000023,asset_05,2026-01-25 03:01:00+00:00,2026-01-25 03:38:00+00:00,37.0,0,clogging,unclog,flush/unblock,0.0024113958,synthetic unplanned intervention for asset_05_C00017,asset_05_C00017,17
M000024,asset_05,2026-01-25 03:38:00+00:00,2026-01-25 04:12:00+00:00,34.0,1,preventive,scheduled_CIP,CIP_cycle,0.0001511067,scheduled cleaning after asset_05_C00017,asset_05_C00017,17
M000025,asset_05,2026-01-26 06:48:00+00:00,2026-01-26 07:28:00+00:00,40.0,1,preventive,scheduled_CIP,CIP_cycle,0.0001486646,scheduled cleaning after asset_05_C00018,asset_05_C00018,18
M000001,asset_06,2026-01-01 17:05:00+00:00,2026-01-01 17:49:00+00:00,44.0,0,clogging,unclog,flush/unblock,0.002428614,synthetic unplanned intervention for asset_06_C00001,asset_06_C00001,1
M000002,asset_06,2026-01-01 17:49:00+00:00,2026-01-01 18:22:00+00:00,33.0,1,preventive,scheduled_CIP,CIP_cycle,0.0001931936,scheduled cleaning after asset_06_C00001,asset_06_C00001,1
M000003,asset_06,2026-01-02 12:45:00+00:00,2026-01-02 13:31:00+00:00,46.0,1,preventive,scheduled_CIP,CIP_cycle,7.21316e-05,scheduled cleaning after asset_06_C00002,asset_06_C00002,2
M000004,asset_06,2026-01-04 00:52:00+00:00,2026-01-04 01:13:00+00:00,21.0,0,clogging,unclog,flush/unblock,0.0022383601,synthetic unplanned intervention for asset_06_C00003,asset_06_C00003,3
M000005,asset_06,2026-01-04 01:13:00+00:00,2026-01-04 01:56:00+00:00,43.0,1,preventive,scheduled_CIP,CIP_cycle,5.18239e-05,scheduled cleaning after asset_06_C00003,asset_06_C00003,3
M000006,asset_06,2026-01-05 12:39:00+00:00,2026-01-05 13:31:00+00:00,52.0,0,fouling,CIP_extra,unscheduled CIP,0.0025164121,synthetic unplanned intervention for asset_06_C00004,asset_06_C00004,4
M000007,asset_06,2026-01-06 18:25:00+00:00,2026-01-06 18:50:00+00:00,25.0,1,preventive,scheduled_CIP,CIP_cycle,0.0002636947,scheduled cleaning after asset_06_C00005,asset_06_C00005,5
M000008,asset_06,2026-01-08 09:08:00+00:00,2026-01-08 09:32:00+00:00,24.0,0,clogging,unclog,flush/unblock,0.0024289033,synthetic unplanned intervention for asset_06_C00006,asset_06_C00006,6
M000009,asset_06,2026-01-08 09:32:00+00:00,2026-01-08 10:13:00+00:00,41.0,1,preventive,scheduled_CIP,CIP_cycle,9.09699e-05,scheduled cleaning after asset_06_C00006,asset_06_C00006,6
M000010,asset_06,2026-01-09 02:33:00+00:00,2026-01-09 03:00:00+00:00,27.0,0,clogging,unclog,flush/unblock,0.0026209867,synthetic unplanned intervention for asset_06_C00007,asset_06_C00007,7
M000011,asset_06,2026-01-09 03:00:00+00:00,2026-01-09 03:45:00+00:00,45.0,1,preventive,scheduled_CIP,CIP_cycle,4.2067e-05,scheduled cleaning after asset_06_C00007,asset_06_C00007,7
M000012,asset_06,2026-01-10 16:14:00+00:00,2026-01-10 16:57:00+00:00,43.0,1,preventive,scheduled_CIP,CIP_cycle,0.0001044584,scheduled cleaning after asset_06_C00008,asset_06_C00008,8
M000013,asset_06,2026-01-11 18:56:00+00:00,2026-01-11 19:33:00+00:00,37.0,0,clogging,unclog,flush/unblock,0.0020139765,synthetic unplanned intervention for asset_06_C00009,asset_06_C00009,9
M000014,asset_06,2026-01-11 19:33:00+00:00,2026-01-11 20:12:00+00:00,39.0,1,preventive,scheduled_CIP,CIP_cycle,7.49779e-05,scheduled cleaning after asset_06_C00009,asset_06_C00009,9
M000015,asset_06,2026-01-13 09:52:00+00:00,2026-01-13 10:33:00+00:00,41.0,1,preventive,scheduled_CIP,CIP_cycle,5.68879e-05,scheduled cleaning after asset_06_C00010,asset_06_C00010,10
M000016,asset_06,2026-01-14 04:19:00+00:00,2026-01-14 04:59:00+00:00,40.0,1,preventive,scheduled_CIP,CIP_cycle,0.0001038855,scheduled cleaning after asset_06_C00011,asset_06_C00011,11
M000017,asset_06,2026-01-16 00:38:00+00:00,2026-01-16 01:17:00+00:00,39.0,0,clogging,unclog,flush/unblock,0.00151847,synthetic unplanned intervention for asset_06_C00012,asset_06_C00012,12
M000018,asset_06,2026-01-16 01:17:00+00:00,2026-01-16 01:59:00+00:00,42.0,1,preventive,scheduled_CIP,CIP_cycle,3.60951e-05,scheduled cleaning after asset_06_C00012,asset_06_C00012,12
M000019,asset_06,2026-01-17 08:21:00+00:00,2026-01-17 09:05:00+00:00,44.0,0,fouling,CIP_extra,unscheduled CIP,0.00306,synthetic unplanned intervention for asset_06_C00013,asset_06_C00013,13
M000020,asset_06,2026-01-19 04:24:00+00:00,2026-01-19 05:08:00+00:00,44.0,0,clogging,unclog,flush/unblock,0.0017434315,synthetic unplanned intervention for asset_06_C00014,asset_06_C00014,14
M000021,asset_06,2026-01-19 05:08:00+00:00,2026-01-19 05:42:00+00:00,34.0,1,preventive,scheduled_CIP,CIP_cycle,0.0001385917,scheduled cleaning after asset_06_C00014,asset_06_C00014,14
M000022,asset_06,2026-01-20 09:10:00+00:00,2026-01-20 09:44:00+00:00,34.0,1,preventive,scheduled_CIP,CIP_cycle,7.8564e-05,scheduled cleaning after asset_06_C00015,asset_06_C00015,15
M000023,asset_06,2026-01-21 05:47:00+00:00,2026-01-21 06:25:00+00:00,38.0,1,preventive,scheduled_CIP,CIP_cycle,0.0001049828,scheduled cleaning after asset_06_C00016,asset_06_C00016,16
M000024,asset_06,2026-01-22 21:33:00+00:00,2026-01-22 22:03:00+00:00,30.0,1,preventive,scheduled_CIP,CIP_cycle,0.0001386496,scheduled cleaning after asset_06_C00017,asset_06_C00017,17
M000025,asset_06,2026-01-24 00:24:00+00:00,2026-01-24 01:06:00+00:00,42.0,1,preventive,scheduled_CIP,CIP_cycle,5.44165e-05,scheduled cleaning after asset_06_C00018,asset_06_C00018,18
M000001,asset_07,2026-01-02 04:35:00+00:00,2026-01-02 05:14:00+00:00,39.0,1,preventive,scheduled_CIP,CIP_cycle,0.0001511687,scheduled cleaning after asset_07_C00001,asset_07_C00001,1
M000002,asset_07,2026-01-03 13:08:00+00:00,2026-01-03 13:44:00+00:00,36.0,1,preventive,scheduled_CIP,CIP_cycle,0.0001044521,scheduled cleaning after asset_07_C00002,asset_07_C00002,2
M000003,asset_07,2026-01-04 22:12:00+00:00,2026-01-04 22:53:00+00:00,41.0,1,preventive,scheduled_CIP,CIP_cycle,7.27372e-05,scheduled cleaning after asset_07_C00003,asset_07_C00003,3
M000004,asset_07,2026-01-05 17:26:00+00:00,2026-01-05 17:51:00+00:00,25.0,1,preventive,scheduled_CIP,CIP_cycle,0.0002734464,scheduled cleaning after asset_07_C00004,asset_07_C00004,4
M000005,asset_07,2026-01-06 19:38:00+00:00,2026-01-06 20:24:00+00:00,46.0,1,preventive,scheduled_CIP,CIP_cycle,7.0262e-05,scheduled cleaning after asset_07_C00005,asset_07_C00005,5
M000006,asset_07,2026-01-07 16:47:00+00:00,2026-01-07 17:15:00+00:00,28.0,1,preventive,scheduled_CIP,CIP_cycle,0.0002428301,scheduled cleaning after asset_07_C00006,asset_07_C00006,6
M000007,asset_07,2026-01-09 11:38:00+00:00,2026-01-09 12:10:00+00:00,32.0,0,clogging,unclog,flush/unblock,0.0020458088,synthetic unplanned intervention for asset_07_C00007,asset_07_C00007,7
M000008,asset_07,2026-01-09 12:10:00+00:00,2026-01-09 12:47:00+00:00,37.0,1,preventive,scheduled_CIP,CIP_cycle,0.0001788969,scheduled cleaning after asset_07_C00007,asset_07_C00007,7
M000009,asset_07,2026-01-10 20:42:00+00:00,2026-01-10 21:28:00+00:00,46.0,1,preventive,scheduled_CIP,CIP_cycle,5.29194e-05,scheduled cleaning after asset_07_C00008,asset_07_C00008,8
M000010,asset_07,2026-01-11 17:19:00+00:00,2026-01-11 17:52:00+00:00,33.0,1,preventive,scheduled_CIP,CIP_cycle,0.000157718,scheduled cleaning after asset_07_C00009,asset_07_C00009,9
M000011,asset_07,2026-01-13 06:39:00+00:00,2026-01-13 07:22:00+00:00,43.0,1,preventive,scheduled_CIP,CIP_cycle,8.91252e-05,scheduled cleaning after asset_07_C00010,asset_07_C00010,10
M000012,asset_07,2026-01-14 09:07:00+00:00,2026-01-14 09:42:00+00:00,35.0,1,preventive,scheduled_CIP,CIP_cycle,0.0001806808,scheduled cleaning after asset_07_C00011,asset_07_C00011,11
M000013,asset_07,2026-01-15 03:24:00+00:00,2026-01-15 03:46:00+00:00,22.0,0,clogging,unclog,flush/unblock,0.0019658804,synthetic unplanned intervention for asset_07_C00012,asset_07_C00012,12
M000014,asset_07,2026-01-15 03:46:00+00:00,2026-01-15 04:16:00+00:00,30.0,1,preventive,scheduled_CIP,CIP_cycle,0.0001731927,scheduled cleaning after asset_07_C00012,asset_07_C00012,12
M000015,asset_07,2026-01-15 23:58:00+00:00,2026-01-16 00:29:00+00:00,31.0,1,preventive,scheduled_CIP,CIP_cycle,0.0003548341,scheduled cleaning after asset_07_C00013,asset_07_C00013,13
M000016,asset_07,2026-01-17 08:16:00+00:00,2026-01-17 09:01:00+00:00,45.0,1,preventive,scheduled_CIP,CIP_cycle,7.85145e-05,scheduled cleaning after asset_07_C00014,asset_07_C00014,14
M000017,asset_07,2026-01-19 07:44:00+00:00,2026-01-19 08:12:00+00:00,28.0,0,clogging,unclog,flush/unblock,0.0014625867,synthetic unplanned intervention for asset_07_C00015,asset_07_C00015,15
M000018,asset_07,2026-01-19 08:12:00+00:00,2026-01-19 08:51:00+00:00,39.0,1,preventive,scheduled_CIP,CIP_cycle,9.68868e-05,scheduled cleaning after asset_07_C00015,asset_07_C00015,15
M000019,asset_07,2026-01-20 13:51:00+00:00,2026-01-20 14:22:00+00:00,31.0,1,preventive,scheduled_CIP,CIP_cycle,0.0001899332,scheduled cleaning after asset_07_C00016,asset_07_C00016,16
M000020,asset_07,2026-01-22 09:09:00+00:00,2026-01-22 09:36:00+00:00,27.0,1,preventive,scheduled_CIP,CIP_cycle,0.0002201365,scheduled cleaning after asset_07_C00017,asset_07_C00017,17
M000021,asset_07,2026-01-23 18:57:00+00:00,2026-01-23 19:36:00+00:00,39.0,1,preventive,scheduled_CIP,CIP_cycle,0.000118038,scheduled cleaning after asset_07_C00018,asset_07_C00018,18
M000001,asset_08,2026-01-01 23:05:00+00:00,2026-01-01 23:29:00+00:00,24.0,0,clogging,unclog,flush/unblock,0.0027111683,synthetic unplanned intervention for asset_08_C00001,asset_08_C00001,1
M000002,asset_08,2026-01-01 23:29:00+00:00,2026-01-02 00:02:00+00:00,33.0,1,preventive,scheduled_CIP,CIP_cycle,0.0001266961,scheduled cleaning after asset_08_C00001,asset_08_C00001,1
M000003,asset_08,2026-01-02 19:43:00+00:00,2026-01-02 19:59:00+00:00,16.0,0,clogging,unclog,flush/unblock,0.001989461,synthetic unplanned intervention for asset_08_C00002,asset_08_C00002,2
M000004,asset_08,2026-01-02 19:59:00+00:00,2026-01-02 20:49:00+00:00,50.0,1,preventive,scheduled_CIP,CIP_cycle,2.5513e-05,scheduled cleaning after asset_08_C00002,asset_08_C00002,2
M000005,asset_08,2026-01-04 15:57:00+00:00,2026-01-04 16:23:00+00:00,26.0,0,clogging,unclog,flush/unblock,0.0017099688,synthetic unplanned intervention for asset_08_C00003,asset_08_C00003,3
M000006,asset_08,2026-01-04 16:23:00+00:00,2026-01-04 16:57:00+00:00,34.0,1,preventive,scheduled_CIP,CIP_cycle,0.0001411025,scheduled cleaning after asset_08_C00003,asset_08_C00003,3
M000007,asset_08,2026-01-05 22:02:00+00:00,2026-01-05 22:50:00+00:00,48.0,1,preventive,scheduled_CIP,CIP_cycle,3.96576e-05,scheduled cleaning after asset_08_C00004,asset_08_C00004,4
M000008,asset_08,2026-01-06 22:42:00+00:00,2026-01-06 22:56:00+00:00,14.0,0,clogging,unclog,flush/unblock,0.0021793185,synthetic unplanned intervention for asset_08_C00005,asset_08_C00005,5
M000009,asset_08,2026-01-06 22:56:00+00:00,2026-01-06 23:34:00+00:00,38.0,1,preventive,scheduled_CIP,CIP_cycle,0.0001806482,scheduled cleaning after asset_08_C00005,asset_08_C00005,5
M000010,asset_08,2026-01-07 23:59:00+00:00,2026-01-08 00:45:00+00:00,46.0,1,preventive,scheduled_CIP,CIP_cycle,4.09754e-05,scheduled cleaning after asset_08_C00006,asset_08_C00006,6
M000011,asset_08,2026-01-09 09:53:00+00:00,2026-01-09 10:30:00+00:00,37.0,1,preventive,scheduled_CIP,CIP_cycle,0.0001612596,scheduled cleaning after asset_08_C00007,asset_08_C00007,7
M000012,asset_08,2026-01-10 09:15:00+00:00,2026-01-10 10:00:00+00:00,45.0,1,preventive,scheduled_CIP,CIP_cycle,5.90813e-05,scheduled cleaning after asset_08_C00008,asset_08_C00008,8
M000013,asset_08,2026-01-11 20:12:00+00:00,2026-01-11 20:51:00+00:00,39.0,1,preventive,scheduled_CIP,CIP_cycle,6.12725e-05,scheduled cleaning after asset_08_C00009,asset_08_C00009,9
M000014,asset_08,2026-01-12 23:12:00+00:00,2026-01-12 23:36:00+00:00,24.0,0,clogging,unclog,flush/unblock,0.0012155,synthetic unplanned intervention for asset_08_C00010,asset_08_C00010,10
M000015,asset_08,2026-01-12 23:36:00+00:00,2026-01-13 00:14:00+00:00,38.0,1,preventive,scheduled_CIP,CIP_cycle,7.54184e-05,scheduled cleaning after asset_08_C00010,asset_08_C00010,10
M000016,asset_08,2026-01-14 18:36:00+00:00,2026-01-14 19:01:00+00:00,25.0,0,clogging,unclog,flush/unblock,0.0015229797,synthetic unplanned intervention for asset_08_C00011,asset_08_C00011,11
M000017,asset_08,2026-01-14 19:01:00+00:00,2026-01-14 19:36:00+00:00,35.0,1,preventive,scheduled_CIP,CIP_cycle,0.0001259775,scheduled cleaning after asset_08_C00011,asset_08_C00011,11
M000018,asset_08,2026-01-16 04:02:00+00:00,2026-01-16 04:30:00+00:00,28.0,0,clogging,unclog,flush/unblock,0.0018616437,synthetic unplanned intervention for asset_08_C00012,asset_08_C00012,12
M000019,asset_08,2026-01-16 04:30:00+00:00,2026-01-16 05:08:00+00:00,38.0,1,preventive,scheduled_CIP,CIP_cycle,0.0001259595,scheduled cleaning after asset_08_C00012,asset_08_C00012,12
M000020,asset_08,2026-01-17 17:49:00+00:00,2026-01-17 18:21:00+00:00,32.0,1,preventive,scheduled_CIP,CIP_cycle,0.0001284296,scheduled cleaning after asset_08_C00013,asset_08_C00013,13
M000021,asset_08,2026-01-18 21:24:00+00:00,2026-01-18 22:10:00+00:00,46.0,0,fouling,CIP_extra,unscheduled CIP,0.0019701886,synthetic unplanned intervention for asset_08_C00014,asset_08_C00014,14
M000022,asset_08,2026-01-19 22:04:00+00:00,2026-01-19 22:20:00+00:00,16.0,0,clogging,unclog,flush/unblock,0.0018229897,synthetic unplanned intervention for asset_08_C00015,asset_08_C00015,15
M000023,asset_08,2026-01-19 22:20:00+00:00,2026-01-19 23:09:00+00:00,49.0,1,preventive,scheduled_CIP,CIP_cycle,6.44785e-05,scheduled cleaning after asset_08_C00015,asset_08_C00015,15
M000024,asset_08,2026-01-21 06:38:00+00:00,2026-01-21 07:17:00+00:00,39.0,1,preventive,scheduled_CIP,CIP_cycle,6.64122e-05,scheduled cleaning after asset_08_C00016,asset_08_C00016,16
M000025,asset_08,2026-01-22 05:43:00+00:00,2026-01-22 06:28:00+00:00,45.0,0,clogging,unclog,flush/unblock,0.0016766589,synthetic unplanned intervention for asset_08_C00017,asset_08_C00017,17
M000026,asset_08,2026-01-22 06:28:00+00:00,2026-01-22 07:12:00+00:00,44.0,1,preventive,scheduled_CIP,CIP_cycle,4.73632e-05,scheduled cleaning after asset_08_C00017,asset_08_C00017,17
M000027,asset_08,2026-01-24 01:31:00+00:00,2026-01-24 02:19:00+00:00,48.0,1,preventive,scheduled_CIP,CIP_cycle,4.82099e-05,scheduled cleaning after asset_08_C00018,asset_08_C00018,18
M000001,asset_09,2026-01-01 15:31:00+00:00,2026-01-01 16:11:00+00:00,40.0,1,preventive,scheduled_CIP,CIP_cycle,0.0001721043,scheduled cleaning after asset_09_C00001,asset_09_C00001,1
M000002,asset_09,2026-01-02 23:46:00+00:00,2026-01-03 00:34:00+00:00,48.0,1,preventive,scheduled_CIP,CIP_cycle,0.0001139741,scheduled cleaning after asset_09_C00002,asset_09_C00002,2
M000003,asset_09,2026-01-04 19:41:00+00:00,2026-01-04 20:15:00+00:00,34.0,0,clogging,unclog,flush/unblock,0.0020980793,synthetic unplanned intervention for asset_09_C00003,asset_09_C00003,3
M000004,asset_09,2026-01-04 20:15:00+00:00,2026-01-04 20:56:00+00:00,41.0,1,preventive,scheduled_CIP,CIP_cycle,9.22524e-05,scheduled cleaning after asset_09_C00003,asset_09_C00003,3
M000005,asset_09,2026-01-06 01:25:00+00:00,2026-01-06 01:51:00+00:00,26.0,0,clogging,unclog,flush/unblock,0.0023484962,synthetic unplanned intervention for asset_09_C00004,asset_09_C00004,4
M000006,asset_09,2026-01-06 01:51:00+00:00,2026-01-06 02:36:00+00:00,45.0,1,preventive,scheduled_CIP,CIP_cycle,0.0001084961,scheduled cleaning after asset_09_C00004,asset_09_C00004,4
M000007,asset_09,2026-01-07 03:42:00+00:00,2026-01-07 04:33:00+00:00,51.0,1,preventive,scheduled_CIP,CIP_cycle,2.8852e-05,scheduled cleaning after asset_09_C00005,asset_09_C00005,5
M000008,asset_09,2026-01-07 21:47:00+00:00,2026-01-07 22:20:00+00:00,33.0,1,preventive,scheduled_CIP,CIP_cycle,8.44839e-05,scheduled cleaning after asset_09_C00006,asset_09_C00006,6
M000009,asset_09,2026-01-08 21:29:00+00:00,2026-01-08 22:13:00+00:00,44.0,0,clogging,unclog,flush/unblock,0.0025126401,synthetic unplanned intervention for asset_09_C00007,asset_09_C00007,7
M000010,asset_09,2026-01-08 22:13:00+00:00,2026-01-08 22:51:00+00:00,38.0,1,preventive,scheduled_CIP,CIP_cycle,0.0001259222,scheduled cleaning after asset_09_C00007,asset_09_C00007,7
M000011,asset_09,2026-01-10 15:04:00+00:00,2026-01-10 15:48:00+00:00,44.0,1,preventive,scheduled_CIP,CIP_cycle,0.0001291899,scheduled cleaning after asset_09_C00008,asset_09_C00008,8
M000012,asset_09,2026-01-12 07:33:00+00:00,2026-01-12 08:03:00+00:00,30.0,1,preventive,scheduled_CIP,CIP_cycle,0.0003257796,scheduled cleaning after asset_09_C00009,asset_09_C00009,9
M000013,asset_09,2026-01-14 03:50:00+00:00,2026-01-14 04:21:00+00:00,31.0,0,clogging,unclog,flush/unblock,0.0019594304,synthetic unplanned intervention for asset_09_C00010,asset_09_C00010,10
M000014,asset_09,2026-01-14 04:21:00+00:00,2026-01-14 05:10:00+00:00,49.0,1,preventive,scheduled_CIP,CIP_cycle,4.18928e-05,scheduled cleaning after asset_09_C00010,asset_09_C00010,10
M000015,asset_09,2026-01-15 14:14:00+00:00,2026-01-15 14:54:00+00:00,40.0,1,preventive,scheduled_CIP,CIP_cycle,9.39069e-05,scheduled cleaning after asset_09_C00011,asset_09_C00011,11
M000016,asset_09,2026-01-17 02:04:00+00:00,2026-01-17 02:32:00+00:00,28.0,0,clogging,unclog,flush/unblock,0.0015712049,synthetic unplanned intervention for asset_09_C00012,asset_09_C00012,12
M000017,asset_09,2026-01-17 02:32:00+00:00,2026-01-17 03:14:00+00:00,42.0,1,preventive,scheduled_CIP,CIP_cycle,6.44501e-05,scheduled cleaning after asset_09_C00012,asset_09_C00012,12
M000018,asset_09,2026-01-17 17:30:00+00:00,2026-01-17 18:07:00+00:00,37.0,0,clogging,unclog,flush/unblock,0.002120769,synthetic unplanned intervention for asset_09_C00013,asset_09_C00013,13
M000019,asset_09,2026-01-17 18:07:00+00:00,2026-01-17 18:51:00+00:00,44.0,1,preventive,scheduled_CIP,CIP_cycle,5.28814e-05,scheduled cleaning after asset_09_C00013,asset_09_C00013,13
M000020,asset_09,2026-01-19 04:38:00+00:00,2026-01-19 05:15:00+00:00,37.0,1,preventive,scheduled_CIP,CIP_cycle,0.0001551127,scheduled cleaning after asset_09_C00014,asset_09_C00014,14
M000021,asset_09,2026-01-20 08:27:00+00:00,2026-01-20 09:11:00+00:00,44.0,0,clogging,unclog,flush/unblock,0.0015673562,synthetic unplanned intervention for asset_09_C00015,asset_09_C00015,15
M000022,asset_09,2026-01-20 09:11:00+00:00,2026-01-20 09:39:00+00:00,28.0,1,preventive,scheduled_CIP,CIP_cycle,0.0001470016,scheduled cleaning after asset_09_C00015,asset_09_C00015,15
M000023,asset_09,2026-01-22 02:04:00+00:00,2026-01-22 02:40:00+00:00,36.0,1,preventive,scheduled_CIP,CIP_cycle,0.0001378204,scheduled cleaning after asset_09_C00016,asset_09_C00016,16
M000024,asset_09,2026-01-23 17:19:00+00:00,2026-01-23 18:06:00+00:00,47.0,1,preventive,scheduled_CIP,CIP_cycle,0.000134924,scheduled cleaning after asset_09_C00017,asset_09_C00017,17
M000025,asset_09,2026-01-24 23:11:00+00:00,2026-01-24 23:54:00+00:00,43.0,0,clogging,unclog,flush/unblock,0.0018676804,synthetic unplanned intervention for asset_09_C00018,asset_09_C00018,18
M000026,asset_09,2026-01-24 23:54:00+00:00,2026-01-25 00:33:00+00:00,39.0,1,preventive,scheduled_CIP,CIP_cycle,0.0001364315,scheduled cleaning after asset_09_C00018,asset_09_C00018,18
