date,supply_index,purchase_price_index,demand_index
2017-05-22,,100.0,125.64459092937823
2017-05-29,,100.0,125.64459092937823
2017-06-05,,100.0,126.6642633982216
2017-06-12,,100.0,126.6642633982216
2017-06-19,,100.0,126.6642633982216
2017-06-26,,100.0,126.6642633982216
2017-07-03,,100.0,127.71140179215162
2017-07-10,,100.0,127.71140179215162
2017-07-17,,100.0,127.71140179215162
2017-07-24,,100.0,127.71140179215162
2017-07-31,,100.0,127.71140179215162
2017-08-07,,100.0,126.40505373021595
2017-08-14,,100.0,126.40505373021595
2017-08-21,,100.0,126.40505373021595
2017-08-28,,100.0,126.40505373021595
2017-09-04,,100.0,125.64459092937823
2017-09-11,,100.0,125.64459092937823
2017-09-18,,100.0,125.64459092937823
2017-09-25,,100.0,125.64459092937823
2017-10-02,,100.0,125.60081711127134
2017-10-09,,100.0,125.60081711127134
2017-10-16,,100.0,125.60081711127134
2017-10-23,,100.0,125.60081711127134
2017-10-30,,100.0,125.60081711127134
2017-11-06,,100.0,127.53630651972394
2017-11-13,,100.0,127.53630651972394
2017-11-20,,100.0,127.53630651972394
2017-11-27,,100.0,127.53630651972394
2017-12-04,,100.0,129.29841727606689
2017-12-11,,100.0,129.29841727606689
2017-12-18,,100.0,129.29841727606689
2017-12-25,,100.0,129.29841727606689
2018-01-01,,100.0,124.77083118755796
2018-01-08,,100.0,124.77083118755796
2018-01-15,,100.0,124.77083118755796
2018-01-22,,100.0,124.77083118755796
2018-01-29,,100.0,124.77083118755796
2018-02-05,,100.0,127.59982147148696
2018-02-12,,100.0,127.59982147148696
2018-02-19,,100.0,127.59982147148696
2018-02-26,,100.0,127.59982147148696
2018-03-05,,100.0,127.53029834861125
2018-03-12,,100.0,127.53029834861125
2018-03-19,,100.0,127.53029834861125
2018-03-26,,100.0,127.53029834861125
2018-04-02,,100.0,129.60311738249737
2018-04-09,,100.0,129.60311738249737
2018-04-16,,100.0,129.60311738249737
2018-04-23,,100.0,129.60311738249737
2018-04-30,,100.0,129.60311738249737
2018-05-07,,100.0,128.47358121330726
2018-05-14,,100.0,128.47358121330726
2018-05-21,,100.0,128.47358121330726
2018-05-28,,100.0,128.47358121330726
2018-06-04,,100.0,129.43574690150032
2018-06-11,,100.0,129.43574690150032
2018-06-18,,100.0,129.43574690150032
2018-06-25,,100.0,129.43574690150032
2018-07-02,,100.0,128.1894805506918
2018-07-09,,100.0,128.1894805506918
2018-07-16,,100.0,128.1894805506918
2018-07-23,,100.0,128.1894805506918
2018-07-30,,100.0,128.1894805506918
2018-08-06,,100.0,130.35070553095068
2018-08-13,,100.0,130.35070553095068
2018-08-20,,100.0,130.35070553095068
2018-08-27,,100.0,130.35070553095068
2018-09-03,,100.0,131.51028255570435
2018-09-10,,100.0,131.51028255570435
2018-09-17,,100.0,131.51028255570435
2018-09-24,,100.0,131.51028255570435
2018-10-01,,100.0,132.63466886394068
2018-10-08,,100.0,132.63466886394068
2018-10-15,,100.0,132.63466886394068
2018-10-22,,100.0,132.63466886394068
2018-10-29,,100.0,132.63466886394068
2018-11-05,,100.0,129.86919353177464
2018-11-12,,100.0,129.86919353177464
2018-11-19,,100.0,129.86919353177464
2018-11-26,,100.0,129.86919353177464
2018-12-03,,100.0,133.2440690768016
2018-12-10,,100.0,133.2440690768016
2018-12-17,,100.0,133.2440690768016
2018-12-24,,100.0,133.2440690768016
2018-12-31,,100.0,133.2440690768016
2019-01-07,,100.0,129.16108765063342
2019-01-14,,100.0,129.16108765063342
2019-01-21,,100.0,129.16108765063342
2019-01-28,,100.0,129.16108765063342
2019-02-04,,100.0,131.11374326226525
2019-02-11,,100.0,131.11374326226525
2019-02-18,,100.0,131.11374326226525
2019-02-25,,100.0,131.11374326226525
2019-03-04,,100.0,130.31036495347962
2019-03-11,,100.0,130.31036495347962
2019-03-18,,100.0,130.31036495347962
2019-03-25,,100.0,130.31036495347962
2019-04-01,,100.0,130.95152264222202
2019-04-08,,100.0,130.95152264222202
2019-04-15,,100.0,130.95152264222202
2019-04-22,,100.0,130.95152264222202
2019-04-29,,100.0,130.95152264222202
2019-05-06,,100.0,133.08871493803
2019-05-13,,100.0,133.08871493803
2019-05-20,,100.0,133.08871493803
2019-05-27,,100.0,133.08871493803
2019-06-03,,100.0,134.29292409104957
2019-06-10,,100.0,134.29292409104957
2019-06-17,,100.0,134.29292409104957
2019-06-24,,100.0,134.29292409104957
2019-07-01,,100.0,137.32962543344664
2019-07-08,,100.0,137.32962543344664
2019-07-15,,100.0,137.32962543344664
2019-07-22,,100.0,137.32962543344664
2019-07-29,,100.0,137.32962543344664
2019-08-05,,100.0,139.6247467985031
2019-08-12,,100.0,139.6247467985031
2019-08-19,,100.0,139.6247467985031
2019-08-26,,100.0,139.6247467985031
2019-09-02,,100.0,139.73375218869091
2019-09-09,,100.0,139.73375218869091
2019-09-16,,100.0,139.73375218869091
2019-09-23,,100.0,139.73375218869091
2019-09-30,,100.0,139.73375218869091
2019-10-07,,100.0,139.95347958938444
2019-10-14,,100.0,139.95347958938444
2019-10-21,,100.0,139.95347958938444
2019-10-28,,100.0,139.95347958938444
2019-11-04,,100.0,139.88395646650875
2019-11-11,,100.0,139.88395646650875
2019-11-18,,100.0,139.88395646650875
2019-11-25,,100.0,139.88395646650875
2019-12-02,,100.0,143.8562158821712
2019-12-09,,100.0,143.8562158821712
2019-12-16,,100.0,143.8562158821712
2019-12-23,,100.0,143.8562158821712
2019-12-30,,100.0,143.8562158821712
2020-01-06,,100.0,139.46681772925467
2020-01-13,,100.0,139.46681772925467
2020-01-20,,100.0,139.46681772925467
2020-01-27,,100.0,139.46681772925467
2020-02-03,,100.0,142.59964980945514
2020-02-10,,100.0,142.59964980945514
2020-02-17,,100.0,142.59964980945514
2020-02-24,,100.0,142.59964980945514
2020-03-02,,100.0,142.74899577711403
2020-03-09,,100.0,142.74899577711403
2020-03-16,,100.0,142.74899577711403
2020-03-23,,100.0,142.74899577711403
2020-03-30,,100.0,142.74899577711403
2020-04-06,,100.0,148.71425138187936
2020-04-13,,100.0,148.71425138187936
2020-04-20,,100.0,148.71425138187936
2020-04-27,,100.0,148.71425138187936
2020-05-04,,100.0,147.9434888591341
2020-05-11,,100.0,147.9434888591341
2020-05-18,,100.0,147.9434888591341
2020-05-25,,100.0,147.9434888591341
2020-06-01,,100.0,146.24403474439524
2020-06-08,,100.0,146.24403474439524
2020-06-15,,100.0,146.24403474439524
2020-06-22,,100.0,146.24403474439524
2020-06-29,,100.0,146.24403474439524
2020-07-06,,100.0,145.17114704569642
2020-07-13,,100.0,145.17114704569642
2020-07-20,,100.0,145.17114704569642
2020-07-27,,100.0,145.17114704569642
2020-08-03,,100.0,145.00120163422255
2020-08-10,,100.0,145.00120163422255
2020-08-17,,100.0,145.00120163422255
2020-08-24,,100.0,145.00120163422255
2020-08-31,,100.0,145.00120163422255
2020-09-07,,100.0,144.488790469324
2020-09-14,,100.0,144.488790469324
2020-09-21,,100.0,144.488790469324
2020-09-28,,100.0,144.488790469324
2020-10-05,,100.0,144.23988052322588
2020-10-12,,100.0,144.23988052322588
2020-10-19,,100.0,144.23988052322588
2020-10-26,,100.0,144.23988052322588
2020-11-02,,100.0,141.58684382188346
2020-11-09,,100.0,141.58684382188346
2020-11-16,,100.0,141.58684382188346
2020-11-23,,100.0,141.58684382188346
2020-11-30,,100.0,141.58684382188346
2020-12-07,,100.0,143.48370927318297
2020-12-14,,100.0,143.48370927318297
2020-12-21,,100.0,143.48370927318297
2020-12-28,,100.0,143.48370927318297
2021-01-04,100.0,100.0,137.740755999588
2021-01-11,100.0,100.0,137.740755999588
2021-01-18,100.0,100.0,137.740755999588
2021-01-25,100.0,100.0,137.740755999588
2021-02-01,100.0,100.0,135.78295052700244
2021-02-08,100.0,100.0,135.78295052700244
2021-02-15,100.0,100.0,135.78295052700244
2021-02-22,100.0,100.0,135.78295052700244
2021-03-01,100.0,100.0,134.8328011810348
2021-03-08,100.0,100.0,134.8328011810348
2021-03-15,100.0,100.0,134.8328011810348
2021-03-22,100.0,100.0,134.8328011810348
2021-03-29,100.0,100.0,134.8328011810348
2021-04-05,100.0,100.0,138.1681944587496
2021-04-12,100.0,100.0,138.1681944587496
2021-04-19,100.0,100.0,138.1681944587496
2021-04-26,100.0,100.0,138.1681944587496
2021-05-03,100.0,100.0,136.4163834243142
2021-05-10,100.0,100.0,136.4163834243142
2021-05-17,100.0,100.0,136.4163834243142
2021-05-24,100.0,100.0,136.4163834243142
2021-05-31,100.0,100.0,136.4163834243142
2021-06-07,100.0,100.0,135.96233735022486
2021-06-14,100.0,100.0,135.96233735022486
2021-06-21,100.0,100.0,135.96233735022486
2021-06-28,100.0,100.0,135.96233735022486
2021-07-05,100.0,100.0,134.38476327805816
2021-07-12,100.0,100.0,134.38476327805816
2021-07-19,100.0,100.0,134.38476327805816
2021-07-26,100.0,100.0,134.38476327805816
2021-08-02,100.0,100.0,136.59577024753668
2021-08-09,100.0,100.0,136.59577024753668
2021-08-16,100.0,100.0,136.59577024753668
2021-08-23,100.0,100.0,136.59577024753668
2021-08-30,100.0,100.0,136.59577024753668
2021-09-06,100.0,100.0,136.4962062690974
2021-09-13,100.0,100.0,136.4962062690974
2021-09-20,100.0,100.0,136.4962062690974
2021-09-27,100.0,100.0,136.4962062690974
2021-10-04,100.0,100.0,136.07992584200227
2021-10-11,100.0,100.0,136.07992584200227
2021-10-18,100.0,100.0,136.07992584200227
2021-10-25,100.0,100.0,136.07992584200227
2021-11-01,100.0,100.0,140.9302365502798
2021-11-08,100.0,100.0,140.9302365502798
2021-11-15,100.0,100.0,140.9302365502798
2021-11-22,100.0,100.0,140.9302365502798
2021-11-29,100.0,100.0,140.9302365502798
2021-12-06,100.0,100.0,141.74305627081404
2021-12-13,100.0,100.0,141.74305627081404
2021-12-20,100.0,100.0,141.74305627081404
2021-12-27,100.0,100.0,141.74305627081404
2022-01-03,96.97336244345644,100.0,139.4067360181275
2022-01-10,96.97336244345644,100.0,139.4067360181275
2022-01-17,96.97336244345644,100.0,139.4067360181275
2022-01-24,96.97336244345644,100.0,139.4067360181275
2022-01-31,96.97336244345644,100.0,139.4067360181275
2022-02-07,96.97336244345644,100.0,141.93188450578504
2022-02-14,96.97336244345644,100.0,141.93188450578504
2022-02-21,96.97336244345644,100.0,141.93188450578504
2022-02-28,96.97336244345644,100.0,141.93188450578504
2022-03-07,96.97336244345644,100.0,146.89806708552203
2022-03-14,96.97336244345644,100.0,146.89806708552203
2022-03-21,96.97336244345644,100.0,146.89806708552203
2022-03-28,96.97336244345644,100.0,146.89806708552203
2022-04-04,96.97336244345644,100.0,158.5882514505442
2022-04-11,96.97336244345644,100.0,158.5882514505442
2022-04-18,96.97336244345644,100.0,158.5882514505442
2022-04-25,96.97336244345644,100.0,158.5882514505442
2022-05-02,96.97336244345644,100.0,169.53513921790778
2022-05-09,96.97336244345644,100.0,169.53513921790778
2022-05-16,96.97336244345644,100.0,169.53513921790778
2022-05-23,96.97336244345644,100.0,169.53513921790778
2022-05-30,96.97336244345644,100.0,169.53513921790778
2022-06-06,96.97336244345644,100.0,174.86438699488446
2022-06-13,96.97336244345644,100.0,174.86438699488446
2022-06-20,96.97336244345644,100.0,174.86438699488446
2022-06-27,96.97336244345644,100.0,174.86438699488446
2022-07-04,96.97336244345644,100.0,182.19521406255365
2022-07-11,96.97336244345644,100.0,182.19521406255365
2022-07-18,96.97336244345644,100.0,182.19521406255365
2022-07-25,96.97336244345644,100.0,182.19521406255365
2022-08-01,96.97336244345644,100.0,183.75047207058745
2022-08-08,96.97336244345644,100.0,183.75047207058745
2022-08-15,96.97336244345644,100.0,183.75047207058745
2022-08-22,96.97336244345644,100.0,183.75047207058745
2022-08-29,96.97336244345644,100.0,183.75047207058745
2022-09-05,96.97336244345644,100.0,185.058536752841
2022-09-12,96.97336244345644,100.0,185.058536752841
2022-09-19,96.97336244345644,100.0,185.058536752841
2022-09-26,96.97336244345644,100.0,185.058536752841
2022-10-03,96.97336244345644,100.0,190.03501905448556
2022-10-10,96.97336244345644,100.0,190.03501905448556
2022-10-17,96.97336244345644,100.0,190.03501905448556
2022-10-24,96.97336244345644,100.0,190.03501905448556
2022-10-31,96.97336244345644,100.0,190.03501905448556
2022-11-07,96.97336244345644,100.0,194.53771414838468
2022-11-14,96.97336244345644,100.0,194.53771414838468
2022-11-21,96.97336244345644,100.0,194.53771414838468
2022-11-28,96.97336244345644,100.0,194.53771414838468
2022-12-05,96.97336244345644,100.0,200.963023998352
2022-12-12,96.97336244345644,100.0,200.963023998352
2022-12-19,96.97336244345644,100.0,200.963023998352
2022-12-26,96.97336244345644,100.0,200.963023998352
2023-01-02,91.27064575778245,100.0,184.65083942733543
2023-01-09,91.27064575778245,100.0,184.65083942733543
2023-01-16,91.27064575778245,100.0,184.65083942733543
2023-01-23,91.27064575778245,100.0,184.65083942733543
2023-01-30,91.27064575778245,100.0,184.65083942733543
2023-02-06,91.27064575778245,100.0,188.71751296048345
2023-02-13,91.27064575778245,100.0,188.71751296048345
2023-02-20,91.27064575778245,100.0,188.71751296048345
2023-02-27,91.27064575778245,100.0,188.71751296048345
2023-03-06,91.27064575778245,100.0,188.74755381604697
2023-03-13,91.27064575778245,100.0,188.74755381604697
2023-03-20,91.27064575778245,100.0,188.74755381604697
2023-03-27,91.27064575778245,100.0,188.74755381604697
2023-04-03,91.27064575778245,100.0,191.88038589624745
2023-04-10,91.27064575778245,100.0,191.88038589624745
2023-04-17,91.27064575778245,100.0,191.88038589624745
2023-04-24,91.27064575778245,100.0,191.88038589624745
2023-05-01,91.27064575778245,100.0,191.387715865005
2023-05-08,91.27064575778245,100.0,191.387715865005
2023-05-15,91.27064575778245,100.0,191.387715865005
2023-05-22,91.27064575778245,100.0,191.387715865005
2023-05-29,91.27064575778245,100.0,191.387715865005
2023-06-05,91.27064575778245,100.0,191.18772959796752
2023-06-12,91.27064575778245,100.0,191.18772959796752
2023-06-19,91.27064575778245,100.0,191.18772959796752
2023-06-26,91.27064575778245,100.0,191.18772959796752
2023-07-03,91.27064575778245,100.0,189.647921172795
2023-07-10,91.27064575778245,100.0,189.647921172795
2023-07-17,91.27064575778245,100.0,189.647921172795
2023-07-24,91.27064575778245,100.0,189.647921172795
2023-07-31,91.27064575778245,100.0,189.647921172795
2023-08-07,91.27064575778245,100.0,186.21897208775368
2023-08-14,91.27064575778245,100.0,186.21897208775368
2023-08-21,91.27064575778245,100.0,186.21897208775368
2023-08-28,91.27064575778245,100.0,186.21897208775368
2023-09-04,91.27064575778245,100.0,186.17519826964676
2023-09-11,91.27064575778245,100.0,186.17519826964676
2023-09-18,91.27064575778245,100.0,186.17519826964676
2023-09-25,91.27064575778245,100.0,186.17519826964676
2023-10-02,91.27064575778245,100.0,186.74854945583135
2023-10-09,91.27064575778245,100.0,186.74854945583135
2023-10-16,91.27064575778245,100.0,186.74854945583135
2023-10-23,91.27064575778245,100.0,186.74854945583135
2023-10-30,91.27064575778245,100.0,186.74854945583135
2023-11-06,91.27064575778245,100.0,184.43282864695988
2023-11-13,91.27064575778245,100.0,184.43282864695988
2023-11-20,91.27064575778245,100.0,184.43282864695988
2023-11-27,91.27064575778245,100.0,184.43282864695988
2023-12-04,91.27064575778245,100.0,183.8869433858619
2023-12-11,91.27064575778245,100.0,183.8869433858619
2023-12-18,91.27064575778245,100.0,183.8869433858619
2023-12-25,91.27064575778245,100.0,183.8869433858619
2024-01-01,91.91152728889136,100.0,170.32478456415012
2024-01-08,91.91152728889136,100.0,170.32478456415012
2024-01-15,91.91152728889136,100.0,170.32478456415012
2024-01-22,91.91152728889136,100.0,170.32478456415012
2024-01-29,91.91152728889136,100.0,170.32478456415012
2024-02-05,91.91152728889136,100.0,169.62440347443953
2024-02-12,91.91152728889136,100.0,169.62440347443953
2024-02-19,91.91152728889136,100.0,169.62440347443953
2024-02-26,91.91152728889136,100.0,169.62440347443953
2024-03-04,91.91152728889136,100.0,169.21928107941088
2024-03-11,91.91152728889136,100.0,169.21928107941088
2024-03-18,91.91152728889136,100.0,169.21928107941088
2024-03-25,91.91152728889136,100.0,169.21928107941088
2024-04-01,91.91152728889136,100.0,170.16513887458373
2024-04-08,91.91152728889136,100.0,170.16513887458373
2024-04-15,91.91152728889136,100.0,170.16513887458373
2024-04-22,91.91152728889136,100.0,170.16513887458373
2024-04-29,91.91152728889136,100.0,170.16513887458373
2024-05-06,91.91152728889136,100.0,169.29052082260446
2024-05-13,91.91152728889136,100.0,169.29052082260446
2024-05-20,91.91152728889136,100.0,169.29052082260446
2024-05-27,91.91152728889136,100.0,169.29052082260446
2024-06-03,91.91152728889136,100.0,168.30947231091426
2024-06-10,91.91152728889136,100.0,168.30947231091426
2024-06-17,91.91152728889136,100.0,168.30947231091426
2024-06-24,91.91152728889136,100.0,168.30947231091426
2024-07-01,91.91152728889136,100.0,168.73261921928108
2024-07-08,91.91152728889136,100.0,168.73261921928108
2024-07-15,91.91152728889136,100.0,168.73261921928108
2024-07-22,91.91152728889136,100.0,168.73261921928108
2024-07-29,91.91152728889136,100.0,168.73261921928108
2024-08-05,91.91152728889136,100.0,167.9944724825763
2024-08-12,91.91152728889136,100.0,167.9944724825763
2024-08-19,91.91152728889136,100.0,167.9944724825763
2024-08-26,91.91152728889136,100.0,167.9944724825763
2024-09-02,91.91152728889136,100.0,170.06128334534966
2024-09-09,91.91152728889136,100.0,170.06128334534966
2024-09-16,91.91152728889136,100.0,170.06128334534966
2024-09-23,91.91152728889136,100.0,170.06128334534966
2024-09-30,91.91152728889136,100.0,170.06128334534966
2024-10-07,91.91152728889136,100.0,170.80972980396197
2024-10-14,91.91152728889136,100.0,170.80972980396197
2024-10-21,91.91152728889136,100.0,170.80972980396197
2024-10-28,91.91152728889136,100.0,170.80972980396197
2024-11-04,91.91152728889136,100.0,175.60682528238405
2024-11-11,91.91152728889136,100.0,175.60682528238405
2024-11-18,91.91152728889136,100.0,175.60682528238405
2024-11-25,91.91152728889136,100.0,175.60682528238405
2024-12-02,91.91152728889136,100.0,173.33230336114258
2024-12-09,91.91152728889136,100.0,173.33230336114258
2024-12-16,91.91152728889136,100.0,173.33230336114258
2024-12-23,91.91152728889136,100.0,173.33230336114258
2024-12-30,91.91152728889136,100.0,173.33230336114258
2025-01-06,94.5861450750214,100.0,173.88162186287636
2025-01-13,94.5861450750214,100.0,173.88162186287636
2025-01-20,94.5861450750214,100.0,173.88162186287636
2025-01-27,94.5861450750214,100.0,173.88162186287636
2025-02-03,94.5861450750214,100.0,174.9184605348989
2025-02-10,94.5861450750214,100.0,174.9184605348989
2025-02-17,94.5861450750214,100.0,174.9184605348989
2025-02-24,94.5861450750214,100.0,174.9184605348989
2025-03-03,94.5861450750214,100.0,176.35269681051943
2025-03-10,94.5861450750214,100.0,176.35269681051943
2025-03-17,94.5861450750214,100.0,176.35269681051943
2025-03-24,94.5861450750214,100.0,176.35269681051943
2025-03-31,94.5861450750214,100.0,176.35269681051943
2025-04-07,94.5861450750214,100.0,178.9585264531191
2025-04-14,94.5861450750214,100.0,178.9585264531191
2025-04-21,94.5861450750214,100.0,178.9585264531191
2025-04-28,94.5861450750214,100.0,178.9585264531191
2025-05-05,94.5861450750214,100.0,182.90675318433068
2025-05-12,94.5861450750214,100.0,182.90675318433068
2025-05-19,94.5861450750214,100.0,182.90675318433068
2025-05-26,94.5861450750214,100.0,182.90675318433068
2025-06-02,94.5861450750214,100.0,185.07226971538435
2025-06-09,94.5861450750214,100.0,185.07226971538435
2025-06-16,94.5861450750214,100.0,185.07226971538435
2025-06-23,94.5861450750214,100.0,185.07226971538435
2025-06-30,94.5861450750214,100.0,185.07226971538435
2025-07-07,94.5861450750214,100.0,184.8388093521475
2025-07-14,94.5861450750214,100.0,184.8388093521475
2025-07-21,94.5861450750214,100.0,184.8388093521475
2025-07-28,94.5861450750214,100.0,184.8388093521475
2025-08-04,94.5861450750214,100.0,188.9123493665671
2025-08-11,94.5861450750214,100.0,188.9123493665671
2025-08-18,94.5861450750214,100.0,188.9123493665671
2025-08-25,94.5861450750214,100.0,188.9123493665671
2025-09-01,94.5861450750214,100.0,189.8908229477804
2025-09-08,94.5861450750214,100.0,189.8908229477804
2025-09-15,94.5861450750214,100.0,189.8908229477804
2025-09-22,94.5861450750214,100.0,189.8908229477804
2025-09-29,94.5861450750214,100.0,189.8908229477804
2025-10-06,94.5861450750214,100.0,192.5155354138772
2025-10-13,94.5861450750214,100.0,192.5155354138772
2025-10-20,94.5861450750214,100.0,192.5155354138772
2025-10-27,94.5861450750214,100.0,192.5155354138772
2025-11-03,94.5861450750214,100.0,194.8286812922718
2025-11-10,94.5861450750214,100.0,194.8286812922718
2025-11-17,94.5861450750214,100.0,194.8286812922718
2025-11-24,94.5861450750214,100.0,194.8286812922718
2025-12-01,94.5861450750214,100.0,194.54028907886155
2025-12-08,94.5861450750214,100.0,194.54028907886155
2025-12-15,94.5861450750214,100.0,194.54028907886155
2025-12-22,94.5861450750214,100.0,194.54028907886155
2025-12-29,94.5861450750214,100.0,194.54028907886155
2026-01-05,94.5861450750214,100.0,186.04301850516703
2026-01-12,94.5861450750214,100.0,186.04301850516703
2026-01-19,94.5861450750214,100.0,186.04301850516703
2026-01-26,94.5861450750214,100.0,186.04301850516703
2026-02-02,94.5861450750214,100.0,186.04301850516703
2026-02-09,94.5861450750214,100.0,186.04301850516703
2026-02-16,94.5861450750214,100.0,186.04301850516703
2026-02-23,94.5861450750214,100.0,186.04301850516703
2026-03-02,94.5861450750214,100.0,186.04301850516703
2026-03-09,94.5861450750214,100.0,186.04301850516703
2026-03-16,94.5861450750214,100.0,186.04301850516703
2026-03-23,94.5861450750214,100.0,186.04301850516703
2026-03-30,94.5861450750214,100.0,186.04301850516703
2026-04-06,94.5861450750214,100.0,186.04301850516703
2026-04-13,94.5861450750214,100.0,186.04301850516703
2026-04-20,94.5861450750214,100.0,186.04301850516703
2026-04-27,94.5861450750214,100.0,186.04301850516703
2026-05-04,94.5861450750214,100.0,186.04301850516703
2026-05-11,94.5861450750214,100.0,186.04301850516703
2026-05-18,94.5861450750214,100.0,186.04301850516703
